ID,ID_Ristow,ID_Khatchatrian,Page_Khatchatrian,Page_Khatchatrian_1982_Suppl,Pelagios_ID,Place_name_modern,Localisation,X_coordinates,Y_coordinates,Localisation_certainty,Localisation_notes,Certainty,Place_name_full_precisely_transcribed_from_Ristow,Near,Place_name_ancient,Place_name_alternative_forms,State_modern,Region_modern,Island,Region_ancient,Province_ancient,Date_Ristow,Built_after_or_in,Built_before_or_in,Date_century_from_ante_quem,Date_average,Date_century_from_average,Date_certainty,Separate_Building_or_Part_of_the_Church,Place_specification,Patrocinium,Building_orientation,Building_shape_1,Building_shape_2,Building_shape_3,Building_shape_note,Entrance_from,Entrance_room,Apse,Piscina_location,Piscina_shape_1,Piscina_shape_2,Piscina_shape_3,Piscina_shape_4,Piscina_shape_5,Piscina_shape_6,Piscina_shape_note,Additional_piscina,Monolithic_piscina,Piscina_steps_number_max,Piscina_steps_from_direction,Piscina_depth_cm,Piscina_depth_precise,Piscina_height_cm,Not_totally_full,Ciborium,Ciborium_supports_no,Plan_reference,Plan,Photo,Notes,
217,216,,,119,,Séviac,"Séviac, France",0.16,43.95,1,"Montréal 2,2 km",certain or very probable,"Séviac (b. Montréal) {Gers}, in einer römischen villa",Montréal,,Séviac,France,Gers,,,,römisch-6/7,200,699,7,450,5,,,in a roman villa,,SW,rectangle,,,,N,E,"N, E",N,round,,,,,,,,,3,,50,,,y,,,"Khatchatrian 1982, 119 (Abb.) [Pisc.]; Guyon 1991, 76 , fig. (o. re.ú; 79, fig. (m. u.); Lapart/Pailler 1996, 161 (Abb.)",Ristow Tafel 15b,,,
218,217,,,119,,Six-Fours,"Six-Fours, France",5.85,43.10,1,Six-Fours-les-Plages,certain or very probable,"Six-Fours {Var}, St-Pierre",,,Six-Fours,France,Var,,,,6 (?),500,599,6,550,6,n,,St-Pierre,Peter,,,,,,,,,,round,,,,,,,,,,,84,,,,,,"Khatchatrian 1982, 119 (Abb.) [Pisc.]; Jouglas 1985, 25 (Abb.)",,,,
219,218,,,86,,Tours,"Tours, France",0.69,47.39,1,,certain or very probable,"Tours {Indre-et-Loire}, Johannes-Baptisterium (bei Martinskirche/Marienkirche)",,,Tours,France,Indre-et-Loire,,,,6 (2. H.),550,599,6,575,6,,,Johannes-Baptisterium (near Martins church/Maria church),John,S,,,,,,,,,,,,,,,,,,,,,,,,,,"Reekmans 1980, 352, Abb.6",,,,
220,219,,,,,Valence,"Valence, France",4.90,44.93,1,,certain or very probable,"Valence (Ventia), {Drôme}, St-Etienne (bei Kathedrale) - später; Phase: 1",,Ventia,Valence,France,Drôme,,,,4 (?)-6 (wohl Ende 5),300,499,5,400,5,n,,St-Etienne (near cathedral),Stephen,S,cross,,,,"S, E",W,,M,octogon,,,,,,,,,,,,,,,y,8,"Hubert 1938, 116, Fig. 125; Blanc 1957, 93ff.; 109, Fig. 18 [Rek. mit Mosaiken]; Barral i Altet 1995, 228f.",Ristow Tafel 15d,"Ristow Tafel 32a,b",,
221,220,,,,,Valence,"Valence, France",4.90,44.93,1,,certain or very probable,"Valence (Ventia), {Drôme}, St-Etienne (bei Kathedrale) - später; Phase: 2",,Ventia,Valence,France,Drôme,,,,MA (9),800,899,9,850,9,,,St-Etienne (near cathedral),Stephen,SW,cross,,,,"S, E",W,E,M,octogon,,,,,,,,,,,,,,,y,8,"Blanc 1957, 93, fig. 3; Barral i Altet 1995, 228f.",Ristow Tafel 15d,,,
222,221,315,,86,,Venasque,"Venasque, France",5.15,44.00,1,,certain or very probable,"Venasque {Vaucluse}, St-Siffrein",,,Venasque,France,Vaucluse,,,,6 (1. H.),500,549,6,525,6,,,St-Siffrein,Siffrain,N,quatrefoil,,,~,S,S,,M,octogon,,,,,,(?),,,,,37,,,,,,"Février in: ACA 5, 427, Fig. 1; Guyon 1991, 76, fig. (o. li.); Biarne 1995, 185, 189 (Abb.)",,,https://cs.wikipedia.org/wiki/Venasque,
223,222,,,,,Vienne,"Vienne, France",4.88,45.52,1,,certain or very probable,"Vienne {Isère}, Kathedrale (Kirchenkomplex)",,,Vienne,France,Isère,,,,5 (?),400,499,5,450,5,n,c,cathedral (church complex),,N,central building,,,,,,,,,,,,,,,,,,,,,,,,,"Reynaud 1986, 40, Fig. 25 [Rek. der Lage]",,,,
224,223,,,,,Viviers,"Viviers, France",4.69,44.48,1,,certain or very probable,"Viviers (Alba Augusta) {Ardèche}, St-Julian",,Alba Augusta,Viviers,France,Ardèche,,,,6,500,599,6,550,6,,,St-Julian,Julian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,224,,,,,Tsebélda,"Tsebélda, Georgia",41.27,43.02,1,,certain or very probable,"Cibil (Tsebélda/Cebelda/Tzibil/Tsibilon) [Цибил (Цебелъда)], Kirche Nr. 3 (Kirchenfamilie)",,,"Cibil, Tsebélda, Cebelda, Tzibil, Tsibilon, Цибил, Цебелъда",Georgia,,,,,6,500,599,6,550,6,,,Kirche No. 3 (church family),Kirchenfamilie = Holy Family?,M,rectangle,,,,"N, W","N, W, E",,M,cross,irregular,,,,,,,,1,"N, W",45,,,y,,,"Chruškova 1981, 17, Fig. 2; Voronov/Bgažba 1987, 119, Ris. 3; Ris. 11, 9; 30; Chruškova 1991, Tabl. II, 4; Voronov/Bgažba. Abb. 3; 30; Chruškova in: ACA 11, 2668, Fig. 11; Chruškova 1989, 101, Fig. 20",,,,
226,225,,,,,Dranda,"Dranda, Georgia",41.16,42.87,1,,certain or very probable,Dranda [Дрaндa],,,"Dranda, Дрaндa",Georgia,,,,,6,500,599,6,550,6,,c,,,SW,inside the church,,,,"N (open), W",,,SE,cross,rectangle,,,,,stepped,,,,,24,,,,,,"Chruškova 1989, 100, Fig. 18; Chruškova in: ACA 11, 2662, Fig. 45;  Chruškova 1991, Tabl. III, 4",,,,
227,226,,,,,Gantiadi,"Gantiadi, Georgia",40.09,43.38,1,,certain or very probable,Gantiadi (Candripš/Tsandripch) [Гантиади  (Цандрипш)],,"Candripš, Tsandripch, Цандрипш","Gantiadi, Гантиади",Georgia,,,,,fma,500,999,10,750,8,,,,,NE,rectangle,,,,"W, N",N,E,E,trefoil,,,,,,,,,1,W,,,,,,,"Chruškova 1989, 90, Fig. 1 [1 = Grabungsplan]; Chruškova 1991, Tabl. I, 7; Chruškova in: ACA 11, 2666, Fig. 7",,,,
228,227,,,,,Gldani,"Gldani, Georgia",44.83,41.82,1,,certain or very probable,Gldani (b. Tiflis) [Глдани],Tiflis,,"Gldani, Глдани",Georgia,,,,,6-(?),500,unknown,#VALUE!,500,6,n,,,,,,,,,,,,,unknown,,,,,,transportable,,y,,,,,,,,,,,,,
229,228,,,,,Goudava,"Goudava, Georgia",,,4,,certain or very probable,Goudava (Ziganis) [Гyдавa (Зигaниc)]  ,,"Ziganis, Зигaниc","Goudava, Гyдавa",Georgia,,,,,5/6,400,599,6,500,6,,,,,,rectangle,,,,W,,E,,unknown,,,,,,destroyed,,,,,,,,,,,"Chruškova 1981, 16, Fig. 1; Chruškova in: ACA 11, 2669, Fig. 12a; Chruškova 1991, Tabl. III, 2",,,,
230,229,123,,,,Pizunda,"Pizunda, Georgia",40.33,43.17,1,,certain or very probable,"Pitiunt (Pizunda/Pityus) [Питиунт (Пицунда)], Kirche Nr. 2",,,"Pitiunt, Pizunda, Pityus, Питиунт, Пицунда",Georgia,,,,,5 (2. V.?),425,449,5,437,5,n,c,church No. 2,,W,rectangle,,,,open,open,,MS,rectangle,,,,,,,,,2,"W, E",,,,,,,"Matzoulewitch 1956, 146ff., fig. 1f.; Chruškova 1981, 19, Fig. 5; Chruškova in: ACA 11, 2662, Fig. 4; Chruškova 1991, Tabl. 1,1",,,,
231,230,,,,,Avdira,"Avdira, Greece",24.95,40.98,1,,certain or very probable,"Abdera (Avdira/Polystylon) {Xanthe} [῀Aβδηρα], Bischofskirche",,Polystylon,"Abdera, Avdira, Polystylon, ῀Aβδηρα",Greece,Xanthe,,,,6 (?),500,599,6,550,6,n,c,bishop's church,,NE,octogon,,,,W,W,,M,cross,round,,,,,,2,,,,,,,,,,"Bakirtzis 1989, 45f.; Bakirtzis/Zikos 1984, 15ff.",,,,
232,231,,84,94,,Égine,"Égine, Greece",23.43,37.74,1,,certain or very probable,"Aigina - Aigina Bardia (Egine) [Aῖγινα - Aῖγινα Βάρδια], Kirche 400 m westlich des Aphroditeheiligtums",,,"Aigina Bardia, Egine, Aῖƴινα Βάρδια",Greece,,"Aigina, Aῖγινα",,,6,500,599,6,550,6,,c,church 400 m west of the Aphrodite Shrine,,SW,,,,,,,,,round,,,,,,,,y,,,70,,70,,,,,,,"https://www.google.cz/search?q=Aigina+Bardia,+Greece&tbm=isch&tbo=u&source=univ&sa=X&ved=0ahUKEwj22PK2iefWAhVqJcAKHVbKDSAQ7AkITA&biw=1114&bih=535",
233,232,157,,,,Aigosthena,"Aigosthena, Greece",23.23,38.15,1,,certain or very probable,Aigosthena (Aïgosthenos) {Attika} ['Aίγόσθενα],,,"Aigosthena, Aïgosthenos, 'Aίγόσθενα",Greece,,,Attika,,5 (Ende),475,499,5,487,5,,,,,S,square,,,stepped,N,N,,M,hexagon,octogon,square,,,,stepped,,,1,,,,,,,,"Volanakis 1976, Eik. III,1 [alpha]",,,,
234,233,,,,,Amphissa,"Amphissa, Greece",22.37,38.53,1,,certain or very probable,Amphissa {Phokis} [῀Aμϕισσα],,,"Amphissa, ῀Aμϕισσα",Greece,,,Phocis,,4 (Ende),375,399,4,387,4,,,,,,round,,,,"S, W",,,,semicircle,,,,,,two-piece,,,1,"S, N",90,,,,,,"Themeles 1977, 243, Sch. 1",,,,
235,234,,66,,,Argos-Aspis,"Argos-Aspis, Greece",22.6932086,37.630745,1,https://www.flickr.com/photos/dandiffendale/3365950711/in/photostream/,certain or very probable,"Argos-Aspis {Argolis} [῀Aργος-'Ασπίς], Kirche A",,Argolis,"Argos-Aspis, ῀Aργος-'Ασπίς",Greece,,,,,5,400,499,5,450,5,,c,church A,,N,round,square,,8 niches,,,,,rectangle,,,,,,,,,1,,,,,,,,"Volanakis 1976, Eik. I,1 [alpha]",,,https://www.flickr.com/photos/dandiffendale/3365950735,
236,235,,,,,Argos-Aspis,"Argos-Aspis, Greece",22.6932086,37.630745,1,https://www.flickr.com/photos/dandiffendale/3365950711/in/photostream/,certain or very probable,"Argos-Aspis {Argolis} [῀Aργος-'Ασπίς], Kirche B",,Argolis,"Argos-Aspis, ῀Aργος-'Ασπίς",Greece,,,,,6,500,599,6,550,6,,c,church B,,N,round,,,,"N, S","N, S",,M,round,,,,,,,,,1,,,,,,,,"Volanakis 1976, Eik. I,4 [delta]",,,https://www.flickr.com/photos/dandiffendale/3365950735,
237,236,186,,,,Brauron,"Brauron, Greece",23.99,37.93,1,,certain or very probable,Brauron (Vrauron) {Attika} [Βραυρών],,,"Brauron, Vrauron, Βραυρών",Greece,,,Attika,,6 (1. H.),500,549,6,525,6,,,,,SSW,round,,,,W,W,,M,square,,,,,,,,,2,,,,,,,,"Delvoye in:RbK I (1966) Sp. 465, Abb. 1; Volanakis 1976, Eik. II,7 [zeta]; Pallas in: ACA 10,1, 103, Fig. 10; Tavlos 1988, 78, Abb. 88",,,,
238,237,,75,,,Emporio,"Emporio, Greece",26.03,38.19,1,,certain or very probable,Chios - Emporio [Χίος- 'Eμπορειό],,,"Emporio, ''Eμπορειό",Greece,,"Chios, Χίος",,,fma,500,999,10,750,8,,,,,SW,round,,,~,"N, S, O","N, S, O",,M,cross,,,,,,,,,3,,,,,,,,"Volanakis 1976, Eik. VI,7 [zeta]",,,,
239,238,,,112,,Demetrias,"Demetrias, Greece",22.93,39.34,1,,certain or very probable,"Demetrias (Dimitrias) {Magnesia} [Δημητριάς], Damokratiabasilika (4. Bauphase - Basilika A); Phase 1",,,"Demetrias, Dimitrias, Δημητριάς",Greece,,,Magnesia,,5 (2. H.),450,499,5,475,5,,c,Damokratiabasilika (4th construction phase - basilica A),,NW,square,,,,"S, W",W,,E,round,hexagon,,,,,,,,1,,76,,,,y,6,"Pallas 1977, 54, Fig. 32,D1/2; Volanakis 1976, Eik. III,7 [zeta]; Marzolff in: ACA 10,2 297, Fig. 2; 299, Fig. 3; Marzolff 1987, Pl. III",,,,
240,239,,,112,,Demetrias,"Demetrias, Greece",22.93,39.34,1,,certain or very probable,"Demetrias (Dimitrias) {Magnesia} [Δημητριάς], Damokratiabasilika (5. Bauphase - Basilika A); Phase 2",,,"Demetrias, Dimitrias, Δημητριάς",Greece,,,Magnesia,,6 (Anfang),500,524,6,512,6,,c,Damokratiabasilika (4th construction phase - basilica A),,NW,square,,,,"S, W",W,,SE,oval,semicircle,,,,,,,,1,,32,n,,,,,"Volanakis 1976, Eik. III,7 [zeta]; Pallas 1977, 54, Fig. 32E/F; Marzolff in: ACA 10,2 297, Fig. 2; 299, Fig. 3; 302, Fig. 5",,,,
241,240,,,,,Dion,"Dion, Greece",22.49,40.17,1,,certain or very probable,"Dion {Pieria} [Δίον], Kirche B",,,"Dion, Δίον",Greece,Pieria,,,,6,500,599,6,550,6,,c,church B,,W,rectangle,,,,"N, 2 S","N, S",,M,octogon,,,,,,,,,2,"NW, SE",,,,,,,"Pallas 1977, 78, Fig. 46",,,,
242,241,182,,,,Eleusis,"Eleusis, Greece",23.54,38.04,1,,certain or very probable,"Eleusis {Attika} [῀Ελευσίς], Ag. Zacharias",,,"Eleusis, 'Ελευσίς",Greece,,,Attika,,5/6,400,599,6,500,6,,,Ag. Zacharias,Zacharias,NW,rectangle,,,,,,,M,round,cross,,,,,,,,2,,,,,,,,"Soteriou 1931, 184, Eik. 15; Volanakis 1976, Eik. III,3 [gamma]; Travlos 1988, 169, Abb. 213",,,,
243,242,"190, 199",,,,Epidauros,"Epidauros, Greece",23.08,37.60,1,,certain or very probable,"Epidauros {Argolis} ['Επίδαυρος], Kirche im Asklepieion",,,"Epidauros, 'Επίδαυρος",Greece,,,Argolis,,4/5 (Ende 4),300,499,5,400,5,n,c,church in the Asklepieion,,NNW,square,,,three-aisle,3 W,W,,M,round,square,,,,,,,,1,,70,,,,,,"Soteriou 1931, 218, Eik. 46 [Pisc.]; Volanakis 1976, Eik. I,3 [gamma]; I,6 [stigma - Pisc.]; Pallas in: ACA 10,1, 106, Fig. 12",,,,
244,243,,,,,Hypati,"Hypati, Greece",23.16,38.30,2,Hypatia,certain or very probable,Hypati (nordöstl. Theben) {Phtiotis} ['Υπάτη],Theben,Phtiotis,"Hypati, 'Υπάτη",Greece,,,,,5 (1. H.?),400,449,5,425,5,n,,,,,square,,,~,,,,M,quatrefoil,,,,,,,,,,,,,,,,,"Sbouraki Kalantzi 1979, 102, Sch. 1",,,,
245,244,210,,,,Pigadia,"Pigadia, Greece",27.2060864,35.5043355,1,,certain or very probable,Karpathos - Pigadia (Carpathos) [Κάρπαθος - Πηγάδια],,,"Pigadia, Πηγάδια",Greece,,"Carpathos, Κάρπαθος ",,,6 (?),500,599,6,550,6,n,,,,,,,,,,,,,oval,round,,,,,open access,,y,3,,115,,120,,,,"Dawkins 1912-13, 131, Fig. 6g; Orlandos in: ACA 5, 210, Fig. 17f. [Pisc.]; Volanakis 1976, Eik. VIII,4 [delta - Pisc.]",,,,
246,245,,,,,Emporio,"Emporio, Greece",26.9311446,35.4183333,1,,certain or very probable,"Kasos - Emporio [Κάσος - 'Eμποριό], Panagia",,Panagia," Emporio, ´Eμποριό",Greece,,"Kasos, Κάσος ",,,5/6 (?),400,599,6,500,6,n,,,,W,rectangle,,,,,,,,round,cross,,,,,,,,,,,,,,,,,,,,
247,246,,,,,Kefalos-Ambrakikos,"Kefalos-Ambrakikos, Greece",20.9273822,38.8602083,2,Vonitsa,certain or very probable,"Kefalos-Ambrakikos (nordöstl. Vonitsa) {Arcananis} [Κέϕαλος-'Αμβρακικός], Kirche B",Vonitsa,Arcananis,"Kefalos-Ambrakikos, Κέϕαλος-'Αμβρακικός",Greece,,,,,6,500,599,6,550,6,,c,church B,,SW,square,,,,E,E,,M,cross,,,,,,,,,1,,,,,,,,"Volanakis 1976, Eik. IV,2 [beta]; Pallas 1977, 38, Fig. 21",,,,
248,247,,,,,Corinth-Akrokorinth,"Corinth-Akrokorinth, Greece",22.87,37.89,1,,certain or very probable,"Korinth-Akrokorinth {Korinthia} [Κόρινθος-'Ακροκόρινθος], Kirche A",,Korinthia,"Korinth-Akrokorinth, Κόρινθος-'Ακροκόρινθος",Greece,,,,,5,400,499,5,450,5,,c,church A,,S,rectangle,,,,,,,,square,round,,,,,,,,,,,,,,,,"Volanakis 1976, Eik. II,6 [sigma]",,,,
249,248,,,,,Corinth-Kraneion,"Corinth-Kraneion, Greece",22.87,37.89,2,Corinth,certain or very probable,"Korinth-Kraneion {Korinthia} [Κόρινθος-Κρανείον], Kirche B",,Korinthia,"Korinth-Kraneion, Κόρινθος-Κρανείον",Greece,,,,,500-551,500,551,6,526,6,,c,church B,,NW,square,,,,"S, E, W",S,E,M,octogon,,,,,,,,,"2 and 1 E, 1 W",,,,,,,,"Volanakis 1976, Eik. II,3 [gamma]; Pallas 1977, 157, Fig. 107; Pallas in: ACA 10, 92, Fig. 4; Pallas in: RbK IV (1990) Sp. 784, Abb. 10",,,https://www.corinth-museum.gr/en/archaeological-site/basilica-of-kraneion/,
250,249,,,,,Corinth-Lechaion,"Corinth-Lechaion, Greece",22.85,37.93,1,,certain or very probable,"Korinth-Lechaion {Korinthia} [Κόρινθος-Λέχαιον], Kirche D (auch F - Ag. Leonidas)",,Korinthia,"Korinth-Lechaion, Κόρινθος-Λέχαιον",Greece,,,,,500 (um),475,524,6,500,6,,c,church D (or F - Ag. Leonidas),,NNW,octogon,,,niches,"NW, W","NW, W",E,M,octogon,cross,,,,,,1,,2,"E, W",,,,,,,"Delvoye in:RbK I (1966) Sp. 467, Abb. 2; de Angelis d'Ossar 1969,8, Abb. 16; Volanakis 1976, Eik. I,2 [beta]; Pallas 1977, 164, Fig. 113;  Palol in: ACA 11, 595f., Fig. 16f.; Pallas 1977, 164, Fig. 113; Pallas in: RbK IV (1990) Sp. 771f., Abb. 5",,,,
251,250,152,,,,Corinth-Skouthela,"Corinth-Skouthela, Greece",22.87,37.89,2,Corinth,certain or very probable,"Korinth-Skouthela {Korinthia} [Κόρινθος-Σκουτέλα], Kirche C (= Gamma - N-Friedhof)",,Korinthia,"Korinth-Skouthela, Κόρινθος-Σκουτέλα",Greece,,,,,6 (1. H.),500,549,6,525,6,,c,church C (= Gamma - northern  graveyard),,SW,square,,,stepped,W,W,,M,cross,,,,,,stepped,,,3,,,,,,,,"Volanakis 1976, Eik. II,2 [beta]",,,,
252,251,,,,,Corinth,"Corinth, Greece",22.95,37.94,1,,certain or very probable,"Korinth-Umgebung {Korinthia} [Κόρινθος-Μπέη], Kirche E",,Korinthia,"Korinth-Umgebung, Κόρινθος-Μπέη",Greece,,,,,5,400,499,5,450,5,,c,church E,,SE,rectangle,,,,"N, W",,,M,unknown,,,,,,,,,,,,,,,,,"Volanakis 1976, Eik. II,1 [alpha]",,,,
253,252,185,,,,Kapama,"Kapama, Greece",27.20,36.87,2,Zipari,certain or very probable,Kos - Kapama [Κώς - Καπαμά],,,"Kapama, Καπαμά",Greece,,"Kos, Κώς",,,5/6,400,599,6,500,6,,,,,S,round,,,8 niches,"N, S, W","N, S, E",,M,square,cross,,,,,,1,,3,,80,,,y,,,"Orlandos in: ACA 5, 204, Fig. 7; 207, Fig. 12 [Pisc.]; Volanakis 1976, Eik. VIII,9 [theta]",,"Ristow Tafel 30d, Ristow 88, Abb. 9","Stavba byla spojena s návštěvou svatého Pavla na ostrově Kos, která byla zaznamenána ve Skutcích apoštolů (5. kniha Nového zákona).",
254,253,184,,,,Kefalos,"Kefalos, Greece",26.96,36.75,1,,certain or very probable,"Kos - Kefalos [Κώς - Κέϕαλος], Ag. Stefanos",,,"Kefalos, Κέϕαλος",Greece,,"Kos, Κώς",,,5/6,400,599,6,500,6,,,Ag. Stefanos,Stephen,NE,square,,,,"W, N, S",,,E,rectangle,octogon,,,,,,1,,1,,40,,,y,,,"Volanakis 1976, Eik. VIII,10 [iota]; Orlandos in: ACA 5, 205, Fig. 8",,"Ristow Tafel 23b, Ristow 88, Abb. 9",,
255,254,,,,,Kos,"Kos, Greece",27.29,36.89,1,,certain or very probable,"Kos - Kos [Κώς - Κώς], Hafenkirche (Grabungszone Hafen/Limenos)",,,"Kos, Κώς",Greece,,"Kos, Κώς",,,5/6 (Ende),400,599,6,500,6,,c,Harbor Church (Port of Limenos),,SE,round,square,,round with 8 niches,"N, S, W","W, S",,M,cross,,,,,,,,,2,,80,,,y,,,"Volanakis 1976, Eik. IX,5 [epsilon]",,"Ristow 87, Abb. 8",,
256,255,"145, 207",,,,Kos,"Kos, Greece",27.29,36.89,1,,certain or very probable,"Kos - Kos [Κώς - Κώς], Thermen (westliche Grabungszone)",,,"Kos, Κώς",Greece,,"Kos, Κώς",,,5/6 (Ende),400,599,6,500,6,,c,Thermal baths (western ditch zone),,W,square,,,,"S, E, W",2 S,,M,polygon,,,,,,open access,2,,3,"E, W",90,,,y,,,"Orlandos in: ACA 5, 202, Fig. 4; 207, Fig. 13 [Pisc.]; Volanakis 1976, Eik. VIII,5 u. 7 [epsilon u. zeta - Pisc.]",,"Ristow Tafel 31b, Ristow 87, Abb. 8",,
257,256,,,,,Kos,"Kos, Greece",27.29,36.89,1,,certain or very probable,"Kos - Kos (Psalidi) [Κώς - Ψαλίδι], Ag. Gabriel",,,"Kos, Psalidi, Ψαλίδι",Greece,,"Kos, Κώς",,,5/6 (Ende),400,599,6,500,6,,,Ag. Gabriel,Gabriel,NW,square,,,,"N, W",N,,M,cross,,,,,,,,,2,,67,,,y,,,"Orlandos in: ACA 5, 203, Fig. 5; Volanakis 1976, Eik. 8,2 [beta]",,"Ristow Tafel 35b. Ristow 88, Abb. 9",,
258,257,,,,,Lámpi,"Lámpi, Greece",27.27,36.91,1,,certain or very probable,"Kos - Lámpi (Punta della Sabbia) [Κώς - Λάμπη], im Garten des Hotel Atlantis gelegen",Punta della Sabbia,,"Lámpi, Λάμπη",Greece,,"Kos, Κώς",,,5/6 (Ende),400,599,6,500,6,,c,located in the garden of hotel Atlantis,,NE,inside the church,,,side ship,"N, S",W,,E,cross,,,,,,,,,2,W,,,,,,,"Balducci 1936, 31, Fig. 25; Volanakis 1976, Eik. IX,9 [theta]",,"Ristow 88, Abb. 9",,
259,258,162,,,,Mastichari,"Mastichari, Greece",27.08,36.85,1,,certain or very probable,"Kos - Mastichari [Κώς - Μαστιχάρι], Ag. Joannis",,,"Mastichari, Μαστιχάρι",Greece,,"Kos, Κώς",,,500 (um),475,524,6,500,6,,,Ag. Joannis,John,NE,octogon,,,niches ~,W,W,E,M,square,cross,,,,,,2,,2,,92,,,y,,,"Orlandos in: ACA 5, 204, Fig. 6; Volanakis 1976, Eik. IX,2 [beta]; Pallas 1977, n. S. 230, Fig. 161",,"Ristow Tafel 21c, Ristow 88, Abb. 9",,
260,259,183,,,,Zipari,"Zipari, Greece",27.21,36.88,1,,certain or very probable,"Kos - Zepari [Κώς - Ζηπάρι], Ag. Paulos",,,"Zepari, Ζηπάρι",Greece,,"Kos, Κώς",,,5/6 (Ende),400,599,6,500,6,,,Ag. Paulos,Paul,S,square,,,,"N, S, E","S, W",,M,square,octogon,cross,,,,,,,3,,56,,,y,,,"Orlandos in: ACA 5, 205, Fig. 9; Volanakis 1976, Eik. VIII, 8 [eta]",,"Ristow Tafel 23c,d, Ristow 88, Abb. 9",,
261,260,,,,,Gortyn,"Gortyn, Greece",24.95,35.06,1,,certain or very probable,"Kreta - Gortyn (Gortys/Mesara/Messara) {Herakleion} [Κρήτη - Μεσαρά], Landwirtschaftsschule Hagioi Deka",,Herakleion,"Gortyn, Gortys, Mesara, Messara, Μεσαρά",Greece,,"Crete, Κρήτη",,,römisch-fma (?),200,999,10,600,7,n,,Agricultural school Hagioi Deka,,E,quatrefoil,,,,N,,,M,cross,square,,,,,,,,,,,,,,,,"Testini 1958, 622, Fig. 301; Pallas 1977, 255, Fig. 177; Bissinger in: RbK IV (1990) Sp. 865f. Abb. 17",,,,
262,261,,,,,Kissamos,"Kissamos, Greece",23.65,35.50,1,,certain or very probable,Kreta - Kissamos (Kastelli K./Episkopi) {Rethymnes} [Κρήτη - Κισάμος ('Επισκοπή)],,,"Kissamos, Kastelli K., Episkopi, Κισάμος, 'Επισκοπή",Greece,,"Crete, Κρήτη",,,6,500,599,6,550,6,,,,,,,,,,,,,,quatrefoil,cross,,,,,rectangle irregular,,y,1,,60,,70,,,,"Volanakis 1976, Eik. X,6 [sigma - Pisc.]",,,,
263,262,"193, 198",,,,Vizarion,"Vizarion, Greece",24.70,35.21,1,,certain or very probable,Kreta - Vizarion (Bizari/Syvritos) {Rethymnes} [Κρήτη - Βυξάρι (Σύβριτος)],,,"Vizarion, Bizari, Syvritos, Βυξάρι, Σύβριτος",Greece,,"Crete, Κρήτη",,,7 (-9?),600,899,9,750,8,n,c,,,SE,inside the church,,,side ship,open,,E,E,round,,,,,,,,y,1,"E, W",65,,80,,,,"Volanakis 1976, Eik. X,4 u. 5 [delta u. epsilon - Pisc.]",,,,
264,263,172,,,,Achladeri,"Achladeri, Greece",26.28,39.15,1,,certain or very probable,Lesbos - Achladeri (Ahladeri) [Λέσβος - 'Αχλαδερή],,,"Achladeri, Ahladeri, 'Αχλαδερή",Greece,,"Lesbos, Λέσβος",,,5/6,400,599,6,500,6,,,,,NE,rectangle,,,,"S, W","S, W",E,,unknown,,,,,,,,,,,,,,,,,"Orlandos [Monuments], in: ACA 5, 113, Pl. 4; Volanakis 1976, Eik. VI, 6 [sigma]",,,,
265,264,156,,,,Mytilene,"Mytilene, Greece",26.56,39.11,1,,certain or very probable,"Lesbos - Mytilene (b. Neápolis) [Λέσβος - ῀Aργαλα], Argala (Argalon)",Neápolis,,"Mytilene, ῀Aργαλα, Argala, Argalon",Greece,,"Lesbos, Λέσβος",,,5/6 (Anfang),400,524,6,462,5,,,,,W,rectangle,,,,E,E,,M,cross,round,,,,,,,,1,"E, W",,,,,,,"Volanakis 1976, Eik. VI,4 [delta]; Jakobs 1987, Pl. 56",,,,
266,265,"174, 195",,,,Kipos,"Kipos, Greece",24.42,36.66,1,,certain or very probable,"Milos - Kepos [Μήλος - Κήπoς], Christuskirche",,,"Kepos, Κήπoς",Greece,,"Milos, Μήλος",,,5,400,499,5,450,5,,c,church of Christ,Christ,,square,,,,5 W,,E,E,cross,,,,,,,,,2,,,,,,,,"Volanakis 1976, Eik. VII,2,4",,,,
267,266,"173, 195",,,,Kipos,"Kipos, Greece",24.42,36.66,1,,certain or very probable,"Milos - Kepos [Μήλος - Κήπoς], Panagia, (N-Kirche)",,,"Kepos, Κήπoς, Panagia",Greece,,"Milos, Μήλος",,,5,400,499,5,450,5,,c,nortern church,,E,rectangle,,,,W,W,E,,cross,,,,,,,,,2,,110,,,,,,"Casson 1912-12, Fig. 1f.;Volanakis 1976, Eik. VII,2,4",,,,
268,267,202,,,,Tripiti,"Tripiti, Greece",24.43,36.74,1,,certain or very probable,"Milos - Tripiti (Trypiti/b. Milos) [Μήλος - Τρυπητή], Panagia tu Kipu (Kirchengruppe)",Milos,,"Tripiti, Trypiti, Τρυπητή, Panagia tu Kipu",Greece,,"Milos, Μήλος",,,5/6,400,599,6,500,6,,c,church group,,S,rectangle,,,,N,N,,M,square,quatrefoil,,,,,,,,1,,,,,,,,"Volanakis 1976, Eik. VIII,1 u. 3 [alpha u. gamma]",,,,
